"NoCom","CodeCli","NoEmp","DateCom","ALivAvant","DateEnv","NoMess","Port","Destinataire","AdrLiv","VilleLiv","RegionLiv","CodepostalLiv","PaysLiv"
"10966","CHOPS","4","2016-04-19","2016-05-17","2016-05-08","1","136","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Suisse"
"10967","TOMSP","2","2016-04-22","2016-05-20","2016-05-02","2","311","Toms Spezialitäten","Luisenstr. 48","Münster","","44087","Allemagne"
"10968","ERNSH","1","2016-04-22","2016-05-20","2016-05-01","3","373","Ernst Handel","Kirchgasse 6","Graz","","8010","Autriche"
"10969","COMMI","1","2016-04-22","2016-05-20","2016-04-29","2","1","Comércio Mineiro","Av. dos Lusíadas, 23","São Paulo","SP","05432-043","Brésil"
"10970","BOLID","9","2016-04-23","2016-05-07","2016-05-24","1","81","Bólido Comidas preparadas","C/ Araquil, 67","Madrid","","28023","Espagne"
"10971","FRANR","2","2016-04-23","2016-05-21","2016-05-02","2","609","France restauration","54, rue Royale","Nantes","","44000","France"
"10972","LACOR","4","2016-04-23","2016-05-21","2016-04-25","2","0","La corne dabondance","67, avenue de lEurope","Versailles","","78000","France"
"10973","LACOR","6","2016-04-23","2016-05-21","2016-04-26","2","76","La corne dabondance","67, avenue de lEurope","Versailles","","78000","France"
"10974","SPLIR","3","2016-04-24","2016-05-08","2016-05-03","3","65","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","Etats-Unis"
"10975","BOTTM","1","2016-04-24","2016-05-22","2016-04-26","3","161","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"10976","HILAA","1","2016-04-24","2016-06-05","2016-05-03","1","190","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"10977","FOLKO","8","2016-04-25","2016-05-23","2016-05-10","3","1042","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Suède"
"10978","MAISD","9","2016-04-25","2016-05-23","2016-05-23","2","164","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgique"
"10979","ERNSH","8","2016-04-25","2016-05-23","2016-04-30","2","1765","Ernst Handel","Kirchgasse 6","Graz","","8010","Autriche"
"10980","FOLKO","4","2016-04-26","2016-06-07","2016-05-17","1","6","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Suède"
"10981","HANAR","1","2016-04-26","2016-05-24","2016-05-02","2","967","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brésil"
"10982","BOTTM","2","2016-04-26","2016-05-24","2016-05-08","1","70","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"10983","SAVEA","2","2016-04-26","2016-05-24","2016-05-06","2","3288","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","Etats-Unis"
"10984","SAVEA","1","2016-04-29","2016-05-27","2016-05-03","3","1056","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","Etats-Unis"
"10985","HUNGO","2","2016-04-29","2016-05-27","2016-05-02","1","458","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Irlande"
"10986","OCEAN","8","2016-04-29","2016-05-27","2016-05-21","2","1089","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585  Piso 20-A","Buenos Aires","","1010","Argentine"
"10987","EASTC","8","2016-04-30","2016-05-28","2016-05-06","1","927","Eastern Connection","35 King George","London","","WX3 6FW","Royaume-Uni"
"10988","RATTC","3","2016-04-30","2016-05-28","2016-05-10","2","306","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","Etats-Unis"
"10989","QUEDE","2","2016-04-30","2016-05-28","2016-05-02","1","174","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brésil"
"10990","ERNSH","2","2016-05-01","2016-06-12","2016-05-07","3","588","Ernst Handel","Kirchgasse 6","Graz","","8010","Autriche"
"10991","QUICK","1","2016-05-01","2016-05-29","2016-05-07","1","193","QUICK-Stop","Taucherstraße 10","Cunewalde","","1307","Allemagne"
"10992","THEBI","1","2016-05-01","2016-05-29","2016-05-03","3","21","The Big Cheese","89 Jefferson Way  Suite 2","Portland","OR","97201","Etats-Unis"
"10993","FOLKO","7","2016-05-01","2016-05-29","2016-05-10","3","44","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Suède"
"10994","VAFFE","2","2016-05-02","2016-05-16","2016-05-09","3","328","Vaffeljernet","Smagsløget 45","Århus","","8200","Danemark"
"10995","PERIC","1","2016-05-02","2016-05-30","2016-05-06","3","230","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","","5033","Mexique"
"10996","QUICK","4","2016-05-02","2016-05-30","2016-05-10","2","6","QUICK-Stop","Taucherstraße 10","Cunewalde","","1307","Allemagne"
"10997","LILAS","8","2016-05-03","2016-06-14","2016-05-13","2","370","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"10998","WOLZA","8","2016-05-03","2016-05-17","2016-05-17","2","102","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Pologne"
"10999","OTTIK","6","2016-05-03","2016-05-31","2016-05-10","2","482","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Allemagne"
"11000","RATTC","2","2016-05-06","2016-06-03","2016-05-14","3","276","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","Etats-Unis"
"11001","FOLKO","2","2016-05-06","2016-06-03","2016-05-14","2","986","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Suède"
"11002","SAVEA","4","2016-05-06","2016-06-03","2016-05-16","1","706","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","Etats-Unis"
"11003","THECR","3","2016-05-06","2016-06-03","2016-05-08","3","75","The Cracker Box","55 Grizzly Peak Rd.","Butte","MT","59801","Etats-Unis"
"11004","MAISD","3","2016-05-07","2016-06-04","2016-05-20","1","224","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgique"
"11005","WILMK","2","2016-05-07","2016-06-04","2016-05-10","1","4","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finlande"
"11006","GREAL","3","2016-05-07","2016-06-04","2016-05-15","2","126","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","Etats-Unis"
"11007","PRINI","8","2016-05-08","2016-06-05","2016-05-13","2","1011","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa","","1756","Portugal"
"11008","ERNSH","7","2016-05-08","2016-06-05","","3","397","Ernst Handel","Kirchgasse 6","Graz","","8010","Autriche"
"11009","GODOS","2","2016-05-08","2016-06-05","2016-05-10","1","296","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Espagne"
"11010","REGGC","2","2016-05-09","2016-06-06","2016-05-21","2","144","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italie"
"11011","ALFKI","3","2016-05-09","2016-06-06","2016-05-13","1","6","Alfreds Futterkiste","Obere Str. 57","Berlin","","12209","Allemagne"
"11012","FRANK","1","2016-05-09","2016-05-23","2016-05-17","3","1215","Frankenversand","Berliner Platz 43","München","","80805","Allemagne"
"11013","ROMEY","2","2016-05-09","2016-06-06","2016-05-10","1","165","Romero y tomillo","Gran Vía, 1","Madrid","","28001","Espagne"
"11014","LINOD","2","2016-05-10","2016-06-07","2016-05-15","3","118","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"11015","SANTG","2","2016-05-10","2016-05-24","2016-05-20","2","23","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norvège"
"11016","AROUT","9","2016-05-10","2016-06-07","2016-05-13","2","169","Around the Horn","Brook Farm  Stratford St. Mary","Colchester","Essex","CO7 6JX","Royaume-Uni"
"11017","ERNSH","9","2016-05-13","2016-06-10","2016-05-20","2","3771","Ernst Handel","Kirchgasse 6","Graz","","8010","Autriche"
"11018","LONEP","4","2016-05-13","2016-06-10","2016-05-16","2","58","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","Etats-Unis"
"11019","RANCH","6","2016-05-13","2016-06-10","","3","16","Rancho grande","Av. del Libertador 900","Buenos Aires","","1010","Argentine"
"11020","OTTIK","2","2016-05-14","2016-06-11","2016-05-16","2","216","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Allemagne"
"11021","QUICK","3","2016-05-14","2016-06-11","2016-05-21","1","1486","QUICK-Stop","Taucherstraße 10","Cunewalde","","1307","Allemagne"
"11022","HANAR","9","2016-05-14","2016-06-11","2016-06-03","2","31","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brésil"
"11023","BSBEV","1","2016-05-14","2016-05-28","2016-05-24","2","619","Bs Beverages","Fauntleroy Circus","London","","EC2 5NT","Royaume-Uni"
"11024","EASTC","4","2016-05-15","2016-06-12","2016-05-20","1","372","Eastern Connection","35 King George","London","","WX3 6FW","Royaume-Uni"
"11025","WARTH","6","2016-05-15","2016-06-12","2016-05-24","3","146","Wartian Herkku","Torikatu 38","Oulu","","90110","Finlande"
"11026","FRANS","4","2016-05-15","2016-06-12","2016-05-28","1","235","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italie"
"11027","BOTTM","1","2016-05-16","2016-06-13","2016-05-20","1","263","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"11028","KOENE","2","2016-05-16","2016-06-13","2016-05-22","1","148","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Allemagne"
"11029","CHOPS","4","2016-05-16","2016-06-13","2016-05-27","1","239","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Suisse"
"11030","SAVEA","7","2016-05-17","2016-06-14","2016-05-27","2","4154","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","Etats-Unis"
"11031","SAVEA","6","2016-05-17","2016-06-14","2016-05-24","2","1136","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","Etats-Unis"
"11032","WHITC","2","2016-05-17","2016-06-14","2016-05-23","3","3031","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","Etats-Unis"
"11033","RICSU","7","2016-05-17","2016-06-14","2016-05-23","3","424","Richter Supermarkt","Starenweg 5","Genève","","1204","Suisse"
"11034","OLDWO","8","2016-05-20","2016-07-01","2016-05-27","1","202","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","Etats-Unis"
"11035","SUPRD","2","2016-05-20","2016-06-17","2016-05-24","2","1","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgique"
"11036","DRACD","8","2016-05-20","2016-06-17","2016-05-22","3","747","Drachenblut Delikatessen","Walserweg 21","Aachen","","52066","Allemagne"
"11037","GODOS","7","2016-05-21","2016-06-18","2016-05-27","1","16","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Espagne"
"11038","SUPRD","1","2016-05-21","2016-06-18","2016-05-30","2","148","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgique"
"11039","LINOD","1","2016-05-21","2016-06-18","","2","325","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"11040","GREAL","4","2016-05-22","2016-06-19","","3","94","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","Etats-Unis"
"11041","CHOPS","3","2016-05-22","2016-06-19","2016-05-28","2","241","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Suisse"
"11042","COMMI","2","2016-05-22","2016-06-05","2016-05-31","1","150","Comércio Mineiro","Av. dos Lusíadas, 23","São Paulo","SP","05432-043","Brésil"
"11043","SPECD","5","2016-05-22","2016-06-19","2016-05-29","2","44","Spécialités du monde","25, rue Lauriston","Paris","","75016","France"
"11044","WOLZA","4","2016-05-23","2016-06-20","2016-05-31","1","44","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Pologne"
"11045","BOTTM","6","2016-05-23","2016-06-20","","2","353","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"11046","WANDK","8","2016-05-23","2016-06-20","2016-05-24","2","358","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Allemagne"
"11047","EASTC","7","2016-05-24","2016-06-21","2016-05-31","3","233","Eastern Connection","35 King George","London","","WX3 6FW","Royaume-Uni"
"11048","BOTTM","7","2016-05-24","2016-06-21","2016-05-30","3","121","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"11049","GOURL","3","2016-05-24","2016-06-21","2016-06-03","1","42","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brésil"
"11050","FOLKO","8","2016-05-27","2016-06-24","2016-06-04","2","297","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Suède"
"11051","LAMAI","7","2016-05-27","2016-06-24","","3","14","La maison dAsie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"11052","HANAR","3","2016-05-27","2016-06-24","2016-05-31","1","336","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brésil"
"11053","PICCO","2","2016-05-27","2016-06-24","2016-05-29","2","265","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Autriche"
"11054","CACTU","8","2016-05-28","2016-06-25","","1","2","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentine"
"11055","HILAA","7","2016-05-28","2016-06-25","2016-06-04","2","605","HILARIÓN-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"11056","EASTC","8","2016-05-28","2016-06-11","2016-05-31","2","1395","Eastern Connection","35 King George","London","","WX3 6FW","Royaume-Uni"
"11057","NORTS","3","2016-05-29","2016-06-26","2016-05-31","3","21","North/South","South House  300 Queensbridge","London","","SW7 1RZ","Royaume-Uni"
"11058","BLAUS","9","2016-05-29","2016-06-26","","3","156","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Allemagne"
"11059","RICAR","2","2016-05-29","2016-07-10","","2","429","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brésil"
"11060","FRANS","2","2016-05-30","2016-06-27","2016-06-03","2","55","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italie"
"11061","GREAL","4","2016-05-30","2016-07-11","","3","70","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","Etats-Unis"
"11062","REGGC","4","2016-05-30","2016-06-27","","2","150","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italie"
"11063","HUNGO","3","2016-05-30","2016-06-27","2016-06-05","2","409","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Irlande"
"11064","SAVEA","1","2016-05-31","2016-06-28","2016-06-03","1","150","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","Etats-Unis"
"11065","LILAS","8","2016-05-31","2016-06-28","","1","65","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"11066","WHITC","7","2016-05-31","2016-06-28","2016-06-03","2","224","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","Etats-Unis"
"11067","DRACD","1","2016-06-03","2016-06-17","2016-06-05","2","40","Drachenblut Delikatessen","Walserweg 21","Aachen","","52066","Allemagne"
"11068","QUEEN","8","2016-06-03","2016-07-01","","2","409","Queen Cozinha","Alameda dos Canàrios, 891","São Paulo","SP","05487-020","Brésil"
"11069","TORTU","1","2016-06-03","2016-07-01","2016-06-05","2","78","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","5033","Mexique"
"11070","LEHMS","2","2016-06-04","2016-07-02","","1","680","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Allemagne"
"11071","LILAS","1","2016-06-04","2016-07-02","","1","5","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"11072","ERNSH","4","2016-06-04","2016-07-02","","2","1293","Ernst Handel","Kirchgasse 6","Graz","","8010","Autriche"
"11073","PERIC","2","2016-06-04","2016-07-02","","2","125","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","","5033","Mexique"
"11074","SIMOB","7","2016-06-05","2016-07-03","","2","92","Simons bistro","Vinbæltet 34","København","","1734","Danemark"
"11075","RICSU","8","2016-06-05","2016-07-03","","2","31","Richter Supermarkt","Starenweg 5","Genève","","1204","Suisse"
"11076","BONAP","4","2016-06-05","2016-07-03","","2","191","Bon app","12, rue des Bouchers","Marseille","","13008","France"
"11077","RATTC","1","2016-06-05","2016-07-03","","2","43","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","Etats-Unis"
